restaurant_code,name,img_link,region,address,lat,lng,open_time,close_time,tel_no
RES0000,유태우스시,https://d12zq4w4guyljn.cloudfront.net/300_300_20251221075826166_photo_c2f5e0670740.webp,신대방삼거리역,서울특별시 동작구 보라매로 113 1층 유태우스시,37.4994633095093,126.927896614044,11:00,22:00,0507-1358-1246
RES0001,듀윗,https://d12zq4w4guyljn.cloudfront.net/300_300_20250408030027357_photo_7a77fcde6cd2.webp,신대방삼거리역,서울특별시 동작구 대방동1길 10 1층,37.5003637668422,126.92671225982,08:00,21:00,0507-2093-6672
RES0002,한제소곱창전골 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260303032143_menu1_3c232e2fcc86.webp,신대방삼거리역,"서울특별시 동작구 여의대방로22길 121 상가동 1층 1444호, 1445호",37.499106,126.926924,16:00,00:00,0507-1359-9161
RES0003,프로스퍼,https://d12zq4w4guyljn.cloudfront.net/300_300_20250921111001_photo1_394db3cb2fa0.webp,신대방삼거리역,서울특별시 동작구 여의대방로24길 101 1층,37.4990877047725,126.925611349157,10:00,00:00,0507-1361-3276
RES0004,일진아구찜,https://d12zq4w4guyljn.cloudfront.net/300_300_20250206042202346_photo_75637b91f7d4.jpg,신대방삼거리역,서울특별시 동작구 여의대방로24길 93 1층,37.4989539092415,126.925189437396,11:00,22:00,02-817-5554
RES0005,와플대학 신대방삼거리캠퍼스,https://d12zq4w4guyljn.cloudfront.net/300_300_20250711140010_photo1_b31163104d72.webp,신대방,서울특별시 동작구 보라매로 98 1층,37.4979900385753,126.928281846408,11:00,22:00,0507-0284-4134
RES0006,신정닭발,https://d12zq4w4guyljn.cloudfront.net/300_300_20260314030245_photo1_15f875f4b6c9.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 4,37.4987738088069,126.928852981582,16:00,01:00,02-3280-4646
RES0007,서민준밀밭,https://d12zq4w4guyljn.cloudfront.net/300_300_20260325121531563_photo_893cdf7af757.webp,신대방삼거리역,서울특별시 동작구 상도로12길 7,37.4993172098742,126.92991527239,11:00,21:00,02-6215-2012
RES0008,전주할매집 신대방점,https://d12zq4w4guyljn.cloudfront.net/300_300_20251105010742870_photo_c73a7585800a.webp,신대방삼거리역,"서울특별시 동작구 국사봉1길 18 , 1층",37.4986551850367,126.929518840656,00:00,24:00,02-812-7671
RES0009,마포갈비,https://d12zq4w4guyljn.cloudfront.net/300_300_20260205104448612_photo_fed59be8cc85.webp,신대방삼거리역,서울특별시 동작구 보라매로 112 마포갈비,37.4993137600512,126.928518518762,11:00,22:00,02-821-3330
RES0010,모리식탁,https://d12zq4w4guyljn.cloudfront.net/300_300_20250208122451819_photo_75637b91f7d4.jpg,신대방삼거리역,서울특별시 동작구 국사봉1길 31 2층,37.4990877995739,126.930195719417,17:30,00:50,0507-1449-1180
RES0011,쌍둥이네풍천장어,https://d12zq4w4guyljn.cloudfront.net/300_300_20251030051626_photo1_ca54183e4bf0.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 98 1층,37.4977611427389,126.925451517201,11:00,22:00,0507-1309-7944
RES0012,카페아뜨레,https://d12zq4w4guyljn.cloudfront.net/300_300_20260115042733_photo1_6dd1aeec37d2.webp,신대방삼거리역,서울특별시 동작구 여의대방로22길 132 1층 101호,37.4981513585394,126.927168804832,11:00,22:00,010-7297-0912
RES0013,매콤달콤떡볶이 성대시장점,https://d12zq4w4guyljn.cloudfront.net/300_300_20240814153404_photo1_3c232e2fcc86.webp,신대방삼거리역,서울특별시 동작구 국사봉1길 7 양지보습학원,37.4990061430466,126.928944136335,10:30,22:00,02-822-2701
RES0014,원조부안집 신대방삼거리역점,https://d12zq4w4guyljn.cloudfront.net/300_300_20260404201216_photo1_1b667076b3d7.webp,신대방삼거리역,서울특별시 동작구 상도로12길 20 1층,37.4992010460733,126.929270098581,14:00,01:00,0507-1495-8314
RES0015,오다 신대방삼거리점,https://d12zq4w4guyljn.cloudfront.net/300_300_20250206043017906_photo_75637b91f7d4.jpg,신대방삼거리,서울특별시 동작구 보라매로 96 1층,37.4977845738271,126.928223690395,17:00,00:00,0507-1351-3708
RES0016,즉석 바지락손칼국수,https://d12zq4w4guyljn.cloudfront.net/300_300_20240511043115127_photo_2b1aa17e041c.webp,신대방삼거리역,서울특별시 동작구 상도로 77 바지락손칼국수,37.4998934449643,126.929229638007,11:00,21:00,0507-1363-9686
